"bfhnr_2","bfhnr_1","erhebjahr_1","erhebjahr_2","bestandestyp_2","besttyp_2d","humusform_2","agghu_typ_2","eu_humusform","bodentyp_2","bodentypgr_2","bodenklasse_2","podsoligkeit_2","gruendigkeit_2","wrb","min_org"
30610,NA,-2,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU",-9,"LL","LL","L","p1",115,"-1/-1/-1/-1/-1","min"
30611,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",-9,"CF","CF","C","p1",110,"-1/-1/-1/-1/-1","min"
30612,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT",-9,"PP-BB","BB","B","-9",200,"-1/-1/-1/-1/-1","min"
30613,NA,-2,2007,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOR","MOT",-9,"SS","SS","S","p1",135,"-1/-1/-1/-1/-1","min"
30614,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT",-9,"PP","PP","P","-9",170,"-1/-1/-1/-1/-1","min"
30615,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT",-9,"PP-BB","BB","B","-9",200,"-1/-1/-1/-1/-1","min"
30616,NA,-2,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","-1","-1",-9,"-1","-1","-1",NA,NA,"-1/-1/-1/-1/-1","min"
30617,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT",-9,"BB","BB","B","p2",180,"-1/-1/-1/-1/-1","min"
30618,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT",-9,"PP","PP","P","-9",200,"-1/-1/-1/-1/-1","min"
30619,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRA","MR",-9,"PP-BB","BB","B","-9",190,"-1/-1/-1/-1/-1","min"
30620,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRR","MR",-9,"BB-PP","PP","P","-9",200,"-1/-1/-1/-1/-1","min"
30621,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT",-9,"BB","BB","B","p2",200,"-1/-1/-1/-1/-1","min"
30622,NA,-2,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU",-9,"BB","BB","B","p1",190,"-1/-1/-1/-1/-1","min"
30623,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT",-9,"BB-PP","PP","P","-9",200,"-1/-1/-1/-1/-1","min"
30624,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRR","MR",-9,"BB-PP","PP","P","-9",200,"-1/-1/-1/-1/-1","min"
30625,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOF","MOF",-9,"KV-KM","KM","K","p1",90,"-1/-1/-1/-1/-1","org"
30626,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","ROR","RO",-9,"PP-BB","BB","B","-9",200,"-1/-1/-1/-1/-1","min"
30627,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT",-9,"BB","BB","B","p2",170,"-1/-1/-1/-1/-1","min"
30628,NA,-2,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU",-9,"GG-YU","YU","Y","p1",120,"-1/-1/-1/-1/-1","min"
30629,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOM","MOM",-9,"RQ","RQ","R","p1",130,"-1/-1/-1/-1/-1","min"
30630,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRA","MR",-9,"BB","BB","B","p2",200,"-1/-1/-1/-1/-1","min"
30631,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT",-9,"BB-RQ","RQ","R","p2",170,"-1/-1/-1/-1/-1","min"
30632,NA,-2,2007,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOR","MOT",-9,"SS","SS","S","p1",140,"-1/-1/-1/-1/-1","min"
30633,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT",-9,"PP","PP","P","-9",160,"-1/-1/-1/-1/-1","min"
30634,NA,-2,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MRR","MR",-9,"GG-YU","YU","Y","p1",110,"-1/-1/-1/-1/-1","min"
30635,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOF","MOF",-9,"HN","HN","H","p1",NA,"-1/-1/-1/-1/-1","org"
30636,NA,-2,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","-1","-1",-9,"-1","-1","-1",NA,NA,"-1/-1/-1/-1/-1","min"
30637,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT",-9,"BB-PP","PP","P","-9",200,"-1/-1/-1/-1/-1","min"
30638,NA,-2,2007,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","GMO","MOT",-9,"YU","YU","Y","p1",200,"-1/-1/-1/-1/-1","min"
30639,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MUO","MU",-9,"BB-RQ","RQ","R","p3",200,"-1/-1/-1/-1/-1","min"
30640,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT",-9,"BB","BB","B","p2",200,"-1/-1/-1/-1/-1","min"
30641,NA,-2,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOR","MOT",-9,"BB-SS","SS","S","p2",140,"-1/-1/-1/-1/-1","min"
30642,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT",-9,"BB","BB","B","p2",200,"-1/-1/-1/-1/-1","min"
30643,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT",-9,"PP","PP","P","-9",NA,"-1/-1/-1/-1/-1","min"
30644,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT",-9,"GG-PP","PP","P","-9",95,"-1/-1/-1/-1/-1","min"
30645,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT",-9,"BB","BB","B","p2",200,"-1/-1/-1/-1/-1","min"
30646,NA,-2,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MOR","MOT",-9,"GH","GH","G","p3",200,"-1/-1/-1/-1/-1","org"
30647,NA,-2,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MOA","MOT",-9,"PP-YU","YU","Y","-9",180,"-1/-1/-1/-1/-1","min"
30648,NA,-2,2007,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUT","MU",-9,"GG-YU","YU","Y","p1",130,"-1/-1/-1/-1/-1","min"
30649,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOM","MOM",-9,"RN-BB","BB","B","p1",100,"-1/-1/-1/-1/-1","min"
30650,NA,-2,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUT","MU",-9,"RR","RR","R","p1",32,"-1/-1/-1/-1/-1","min"
30651,NA,-2,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MOF","MOF",-9,"KV","KV","K","p1",120,"-1/-1/-1/-1/-1","org"
30652,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","ROA","RO",-9,"GG-YU","YU","Y","p1",90,"-1/-1/-1/-1/-1","min"
40001,4001,1991,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOR","MOT",-9,"BB-PP","PP","P","-9",200,"-1/-1/-1/-1/-1","min"
40003,4003,1991,2007,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MOR","MOT",-9,"PP","PP","P","-9",200,"-1/-1/-1/-1/-1","min"
40004,4004,1991,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU",-9,"BB-YU","YU","Y","p1",180,"-1/-1/-1/-1/-1","min"
40005,4005,1991,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MOM","MOM",-9,"GG-PP","PP","P","-9",130,"-1/-1/-1/-1/-1","min"
50001,5001,1989,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT",2,"PP-BB","BB","B",NA,NA,NA,"min"
50002,5002,1990,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT",2,"PP-BB","BB","B",NA,NA,NA,"min"
50003,5003,1990,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","GMO","MOT",2,"BB","BB","B","p1",NA,NA,"min"
50004,5004,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRR","MR",3,"BB-SS","SS","S","p2",NA,NA,"min"
50005,5005,1989,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MOM","MOM",2,"BB","BB","B","p1",NA,NA,"min"
50006,5006,1989,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MOA","MOT",2,"BB-GG","GG","G","p4",NA,NA,"min"
50007,5007,1989,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU",1,"SS-GG","GG","G","p1",NA,NA,"min"
50008,5008,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",2,"BB","BB","B","p1",NA,NA,"min"
50009,5009,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT",2,"BB","BB","B","p1",NA,NA,"min"
50010,5010,1991,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU",1,"BB","BB","B","p1",NA,NA,"min"
50011,5011,1991,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOA","MOT",2,"BB","BB","B","p1",NA,NA,"min"
50012,5012,1989,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOF","MOF",6,"SS","SS","S","p1",NA,NA,"min"
50013,5013,1989,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOA","MOT",2,"SS","SS","S","p1",NA,NA,"min"
50014,5014,1989,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOR","MOT",2,"PP-BB","BB","B",NA,NA,NA,"min"
50015,5015,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",1,"BB","BB","B","p1",NA,NA,"min"
50016,5016,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT",2,"BB","BB","B","p1",NA,NA,"min"
50017,5017,1991,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU",1,"BB","BB","B","p1",NA,NA,"min"
50018,5018,1990,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MOR","MOT",2,"BB-SS","SS","S","p4",NA,NA,"min"
50019,5019,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",2,"BB-SS","SS","S","p4",NA,NA,"min"
50020,5020,1990,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MUO","MU",1,"BB","BB","B","p1",NA,NA,"min"
50021,5021,1990,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",1,"BB-RR","RR","R","p1",NA,NA,"min"
50022,5022,1990,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOM","MOM",2,"SS","SS","S","p1",NA,NA,"min"
50023,5023,1990,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",1,"SS-BB","BB","B","p1",NA,NA,"min"
50024,5024,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOR","MOT",2,"PP-GG","GG","G",NA,NA,NA,"min"
50025,5025,1989,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOM","MOM",1,"SS","SS","S","p1",NA,NA,"min"
50026,5026,1989,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU",1,"PP-BB","BB","B",NA,NA,NA,"min"
50027,5027,1989,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MRR","MR",3,"PP-SS","SS","S",NA,NA,NA,"min"
50028,5028,1991,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU",2,"SS-BB","BB","B","p1",NA,NA,"min"
50029,5029,1990,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MOM","MOM",2,"RQ","RQ","R","p1",NA,NA,"min"
50030,5030,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOR","MOT",2,"BB","BB","B","p4",NA,NA,"min"
50031,5031,1989,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU",1,"SS","SS","S","p4",NA,NA,"min"
50032,5032,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",-9,"SS","SS","S","p1",NA,NA,"min"
50033,5033,1990,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU",1,"AB","AB","A","p1",NA,NA,"min"
50034,5034,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT",2,"SS-LL","LL","L","p1",NA,NA,"min"
50035,5035,1990,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOT","MOT",2,"SS-PP","PP","P",NA,NA,NA,"min"
50036,5036,1990,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRR","MR",2,"PP-GG","GG","G",NA,NA,NA,"min"
50037,5037,1990,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOA","MOT",2,"BB","BB","B","p1",NA,NA,"min"
50038,5038,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT",2,"BB","BB","B","p2",NA,NA,"min"
50039,5039,1990,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU",1,"RQ","RQ","R","p1",NA,NA,"min"
50040,5040,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",1,"SS","SS","S","p1",NA,NA,"min"
50041,5041,1990,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MOM","MOM",2,"BB","BB","B","p1",NA,NA,"min"
50042,5042,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOM","MOM",2,"AB-GG","GG","G","p1",NA,NA,"min"
50043,5043,1990,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOA","MOT",2,"BB","BB","B","p2",NA,NA,"min"
50044,5044,1990,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MOM","MOM",2,"BB","BB","B","p1",NA,NA,"min"
50045,5045,1990,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MRA","MR",3,"SS-BB","BB","B","p4",NA,NA,"min"
50046,5046,1991,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT",2,"SS-BB","BB","B","p1",NA,NA,"min"
50047,5047,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",2,"BB","BB","B","p2",NA,NA,"min"
50048,5048,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",2,"BB","BB","B","p1",NA,NA,"min"
50049,5049,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT",2,"BB","BB","B","p2",NA,NA,"min"
50050,5050,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOM","MOM",2,"SS-BB","BB","B","p1",NA,NA,"min"
50051,5051,1991,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","ROR","RO",3,"SS","SS","S","p2",NA,NA,"min"
50052,5052,1991,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOM","MOM",1,"SS-BB","BB","B","p2",NA,NA,"min"
50053,5053,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",2,"BB","BB","B","p2",NA,NA,"min"
50054,5054,1991,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT",2,"SS-BB","BB","B","p2",NA,NA,"min"
50055,5055,1991,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MOA","MOT",2,"SS-BB","BB","B","p2",NA,NA,"min"
50056,5056,1991,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT",2,"BB","BB","B","p1",NA,NA,"min"
50057,5057,1991,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MRA","MR",3,"BB","BB","B","p2",NA,NA,"min"
50058,5058,1990,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU",1,"BB-GG","GG","G","p1",NA,NA,"min"
50059,5059,1991,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOA","MOT",2,"SS-BB","BB","B","p1",NA,NA,"min"
50060,5060,1990,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","GMO","MOT",2,"BB","BB","B","p2",NA,NA,"min"
50061,5061,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",2,"SS-BB","BB","B","p4",NA,NA,"min"
50062,5062,1991,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MOM","MOM",1,"SS-BB","BB","B","p2",NA,NA,"min"
50063,5063,1991,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MOM","MOM",2,"GG-YK","YK","Y","p1",NA,NA,"min"
50064,5064,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MRA","MR",3,"PP-BB","BB","B",NA,NA,NA,"min"
50065,5065,1990,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU",1,"BB","BB","B","p2",NA,NA,"min"
50066,5066,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",2,"BB","BB","B","p2",NA,NA,"min"
50067,5067,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",1,"BB","BB","B","p1",NA,NA,"min"
50068,5068,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",1,"BB","BB","B","p1",NA,NA,"min"
50069,5069,1990,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU",1,"GG","GG","G","p1",NA,NA,"min"
50070,5070,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",1,"SS-BB","BB","B","p1",NA,NA,"min"
50071,5071,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOM","MOM",1,"BB","BB","B","p2",NA,NA,"min"
50072,5072,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",2,"BB","BB","B","p2",NA,NA,"min"
50073,5073,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOM","MOM",2,"BB","BB","B","p2",NA,NA,"min"
50074,5074,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",2,"BB","BB","B","p1",NA,NA,"min"
50075,5075,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",2,"BB","BB","B","p1",NA,NA,"min"
50076,5076,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT",2,"BB","BB","B","p1",NA,NA,"min"
50077,5077,1990,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU",1,"BB-SS","SS","S","p1",NA,NA,"min"
50078,5078,1990,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MUO","MU",2,"GG-PP","PP","P",NA,NA,NA,"min"
50079,5079,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRR","MR",2,"BB","BB","B","p2",NA,NA,"min"
50080,5080,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","GMO","MOT",2,"BB","BB","B","p2",NA,NA,"min"
50081,5081,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT",2,"BB","BB","B","p2",NA,NA,"min"
50082,5082,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","GMO","MOT",2,"BB","BB","B","p2",NA,NA,"min"
50083,5083,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",2,"BB","BB","B","p2",NA,NA,"min"
50084,5084,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",2,"BB","BB","B","p1",NA,NA,"min"
50085,5085,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT",2,"BB","BB","B","p2",NA,NA,"min"
50086,5086,1991,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",1,"SS-BB","BB","B","p1",NA,NA,"min"
50087,5087,1990,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU",1,"SS","SS","S","p1",NA,NA,"min"
50088,5088,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",2,"BB","BB","B","p1",NA,NA,"min"
50089,5089,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","GMO","MOT",2,"BB","BB","B","p2",NA,NA,"min"
50090,5090,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT",2,"BB","BB","B","p2",NA,NA,"min"
50091,5091,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT",2,"BB","BB","B","p2",NA,NA,"min"
50092,5092,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","GMO","MOT",2,"BB","BB","B","p2",NA,NA,"min"
50093,5093,1991,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT",2,"BB","BB","B","p2",NA,NA,"min"
50094,5094,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",2,"SS-BB","BB","B","p2",NA,NA,"min"
50095,5095,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOR","MOT",2,"BB","BB","B","p2",NA,NA,"min"
50096,5096,1990,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MOR","MOT",2,"BB","BB","B","p2",NA,NA,"min"
50097,5097,1989,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOR","MOT",2,"BB","BB","B","p2",NA,NA,"min"
50098,5098,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT",2,"BB","BB","B","p1",NA,NA,"min"
50099,5099,1991,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOM","MOM",2,"BB","BB","B","p2",NA,NA,"min"
50100,5100,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRA","MR",2,"PP-BB","BB","B",NA,NA,NA,"min"
50101,5101,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",2,"SS-BB","BB","B","p1",NA,NA,"min"
50102,5102,1991,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",1,"BB","BB","B","p1",NA,NA,"min"
50103,5103,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",2,"BB","BB","B","p1",NA,NA,"min"
50104,5104,1990,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MRA","MR",3,"BB","BB","B","p2",NA,NA,"min"
50105,5105,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOR","MOT",2,"BB","BB","B","p1",NA,NA,"min"
50106,5106,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOR","MOT",2,"BB","BB","B","p2",NA,NA,"min"
50107,5107,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT",2,"BB","BB","B","p2",NA,NA,"min"
50108,5108,1991,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU",1,"BB","BB","B","p1",NA,NA,"min"
50109,5109,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",2,"SS-BB","BB","B","p4",NA,NA,"min"
50110,5110,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",1,"GG","GG","G","p1",NA,NA,"min"
50111,5111,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT",2,"BB","BB","B","p1",NA,NA,"min"
50112,5112,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",2,"BB","BB","B","p4",NA,NA,"min"
50113,5113,1990,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU",1,"BB","BB","B","p1",NA,NA,"min"
50114,5114,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOR","MOT",2,"BB","BB","B","p2",NA,NA,"min"
50115,5115,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",1,"BB","BB","B","p1",NA,NA,"min"
50116,5116,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",1,"SS-BB","BB","B","p1",NA,NA,"min"
50117,5117,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOM","MOM",2,"BB-SS","SS","S","p1",NA,NA,"min"
50118,5118,1991,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",1,"GG","GG","G","p1",NA,NA,"min"
50119,5119,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",1,"BB","BB","B","p1",NA,NA,"min"
50120,5120,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRR","MR",3,"SS-BB","BB","B","p4",NA,NA,"min"
50121,5121,1991,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU",1,"BB","BB","B","p1",NA,NA,"min"
50122,5122,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",1,"BB","BB","B","p1",NA,NA,"min"
50123,5123,1991,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT",2,"PP-YU","YU","Y",NA,NA,NA,"min"
50124,5124,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",2,"PP","PP","P",NA,NA,NA,"min"
50125,5125,1991,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT",2,"PP-GG","GG","G",NA,NA,NA,"min"
50126,5126,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",1,"BB","BB","B","p1",NA,NA,"min"
50127,5127,1991,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU",1,"BB","BB","B","p1",NA,NA,"min"
50128,5128,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",1,"BB","BB","B","p1",NA,NA,"min"
50129,5129,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","ROA","RO",3,"SS-PP","PP","P",NA,NA,NA,"min"
50130,5130,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",1,"BB","BB","B","p1",NA,NA,"min"
50131,5131,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",1,"DD-BB","BB","B","p1",NA,NA,"min"
50132,5132,1991,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT",2,"SS","SS","S","p2",NA,NA,"min"
50133,5133,1991,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT",2,"SS","SS","S","p2",NA,NA,"min"
