"bfhnr","inventur","tiefenstufe","ot","ut","m_trd_fbv2","m_ea_corg2","m_ea_cco32","m_ea_cges2","m_ea_n2","m_ak_ca2","m_ak_k2","m_ak_mg2","m_ak_na2","m_ak_al2","m_ak_mn2","m_ak_h2","m_ak_fe2","m_ak_ak2","m_ak_bs2","m_as_p2","m_as_ca2","m_as_k2","m_as_mg2","m_as_mn2","m_as_na2","m_as_al2","m_as_fe2","m_as_s2","m_ph_h2o2","m_ph_k2","m_ph_ca2","m_cn2","m_cp2"
140030,2,"5 - 10",5,10,659.5,21.95,0,21.95,0.52,1.697,0.297,0.125,0.296,4.537,0.001,15.137,0.365,22.46,0.11,0.0271,0.0585500007629395,0.0337111114925809,0.0102355553838942,0.00324499995708465,0.0108400001907349,0.3565,0.2035,0.0464000007629395,3.92,2.9,2.9,42.21,809.96
140030,2,"10 - 30",10,30,2970.56,20.13,0,20.13,0.55,1.717,0.205,0.184,0.365,6.805,0.011,19.309,0.623,29.22,0.08,0.0166666666666667,0.0326,0.0222222222222222,0.00277777777777778,0.00222222222222222,0.00514,0.432,0.189,0.0508,3.85,2.92,2.94,36.6,1207.8
140030,2,"30 - 60",30,60,4498.8,2.44,0,2.44,0.11,0.12,0.0545581641177775,0.013,0.157,1.334,0.001,4.477,0.172,6.33,0.05,0.0166666666666667,0.0111111111111111,0.00555555555555555,0.00277777777777778,0.0043,0.00326,0.262,0.112,0.00952,4.21,3.31,3.31,22.18,146.4
140031,2,"0 - 5",0,5,446.23173040371,33.53,0,33.53,1.36,0.539,0.542,0.36,0.261,38.738,0.053,16.57,4.448,61.51,0.03,0.12125,0.17025,0.623,0.5255,0.0365000003814697,0.0311749998092651,5.6355,5.314,0.156,3.81,3.09,3.12,24.65,276.54
140031,2,"5 - 10",5,10,474.004845931998,24.58,0,24.58,0.99,0.499,0.583,0.451,0.4,49.546,0.051,15.338,7.499,74.37,0.03,0.10725,0.175,0.666,0.6695,0.0493500007629395,0.03205,6.106,7.5515,0.111,3.79,3.13,3.17,24.83,229.18
140031,2,"10 - 30",10,30,1850.17472047158,16.75,0,16.75,0.62,0.339,0.368,0.176,0.331,41.407,0.244,2.765,2.407,48.04,0.03,0.101,0.126,0.585,0.506,0.0566,0.0288,6.72,6.33,0.08,4.09,3.58,3.56,27.02,165.84
140031,2,"30 - 60",30,60,3432.49058498557,7.95,0,7.95,0.31,0.1,0.297,0.013,0.313,30.911,0.108,NA,0.645,32.39,0.02,0.127,0.151,0.782,0.741,0.0818,0.0321,10.1,9.28,0.0742,4.44,4.18,4.1,25.65,62.6
140031,2,"60 - 90",60,90,4127.13153813012,2.54,0,2.54,0.14,0.02,0.317,0.041,0.261,18.502,0.088,NA,0.129,19.36,0.03,0.0992,0.174,0.926,0.947,0.104,0.0332,9.47,8.56,0.0537,4.45,4.31,4.15,18.14,25.6
140032,2,"0 - 5",0,5,326.757647930707,42.71,0,42.71,1.82,5.888,1.453,2.464,0.8,108.699,0.415,10.117,5.845,135.68,0.08,0.36,0.52,1.994,6.1835,0.374,0.183,26.323,32.956,0.40425,3.83,3.25,3.38,23.47,118.64
140032,2,"5 - 10",5,10,449.844007731959,19.31,0,19.31,0.87,1.936,1.105,1.057,0.731,75.164,0.825,3.193,1.569,85.58,0.06,0.343,0.4345,1.807,7.0065,0.5545,0.1365,27.5735,33.6645,0.257,4.14,3.58,3.71,22.2,56.3
140032,2,"10 - 30",10,30,1713.16144024974,9.03,0,9.03,0.46,0.818,0.972,0.593,0.679,48.078,1.17,0.666,0.623,53.6,0.06,0.369,0.442,1.94,6.99,0.633,0.126,26.6,29.3,0.22,4.27,3.85,3.97,19.63,24.47
140032,2,"30 - 60",30,60,2851.35546359967,3.54,0,3.54,0.27,0.519,0.839,0.511,0.783,33.001,1.089,0.475,0.559,37.78,0.07,0.392,0.467,2.57,9.5,0.688,0.187,31,36.5,0.206,4.37,3.92,4.06,13.11,9.03
140032,2,"60 - 90",60,90,3261.47070986556,3.3,0,3.3,0.23,1.098,0.839,0.85,0.8,34.602,1.161,1.843,0.838,42.03,0.09,0.43,0.787,2.81,11.1,0.744,0.1805,32.2,40.7,0.2085,4.45,3.77,3.97,14.35,7.67
140033,2,"0 - 5",0,5,351.521959510787,94.79,0,94.79,4.86,25.09,2.916,13.963,1.061,120.307,0.055,8.2,8.466,180.06,0.24,0.6525,0.8545,2.3845,1.7325,0.0390999996185303,0.0912000007629395,26.2975,9.011,0.8295,4.25,3.55,3.61,19.5,145.27
140033,2,"5 - 10",5,10,465.828030129235,33.45,0,33.45,1.69,10.559,1.269,6.257,0.766,75.92,0.038,3.611,4.254,102.67,0.18,0.311,0.7035,2.126,1.5775,0.07015,0.0793499992370606,21.5955,10.9795,0.281,4.24,3.6,3.71,19.79,107.56
140033,2,"10 - 30",10,30,3115.89960947237,6.58,0,6.58,0.47,4.611,0.88,2.557,0.522,38.338,0.032,0.806,2.321,50.07,0.17,0.1625,0.857,2.37,1.88,0.0993,0.09985,20.05,12.55,0.0918,4.26,3.89,3.91,14,40.49
140033,2,"30 - 60",30,60,4415.14992500243,1.84,0,1.84,0.23,16.986,1.494,7.376,0.626,29.977,0.807,0.85,0.301,58.42,0.45,0.171,0.931,3.23,2.31,0.165,0.101,24.71,18.9,0.0578,4.32,3.84,3.97,8,10.76
140033,2,"60 - 90",60,90,4629.06280459465,0.95,0,0.95,0.17,25.888,1.627,11.043,0.574,11.964,1.265,0.531,0.107,53,0.74,0.154,0.851,2.97,1.82,0.217,0.0704,26,16.5,0.0324,4.44,3.95,4.13,5.59,6.17
140034,2,"0 - 5",0,5,324.811313837129,77.31,0,77.31,3.08,18.543,1.647,22.297,0.731,101.849,0.133,18.08,22.39,185.67,0.23,0.45,0.6485,1.386,2.351,0.1445,0.0893500003814697,17.514,24.041,0.5055,4.05,3.16,3.35,25.1,171.8
140034,2,"5 - 10",5,10,308.382573559884,27.32,0,27.32,1.08,3.952,0.941,5.536,0.522,85.972,0.323,3.951,18.672,119.87,0.09,0.3355,0.3625,1.5735,3.2725,0.258,0.0950999984741211,20.6075,27.033,0.2695,4.25,3.59,3.88,25.3,81.43
140034,2,"10 - 30",10,30,1615.97760399334,24.36,0,24.36,1.05,2.136,0.737,2.528,0.331,62.399,0.252,0.627,9.949,78.96,0.07,0.432,0.47,2.38,3.88,0.3,0.131,25.8,27.3,0.395,4.29,3.85,3.94,23.2,56.39
140034,2,"30 - 60",30,60,NA,8.64,0,8.64,0.5,0.619,0.839,0.698,0.47,39.317,0.293,NA,11.388,53.62,0.05,0.477,0.475,3.29,6.89,0.325,0.129,30.5,31.6,0.479,4.41,4.21,4.29,17.28,18.11
140034,2,"60 - 90",60,90,NA,3.435,0,3.435,0.295,0.539,0.752,0.627,0.4,30.8665,0.3435,NA,7.3705,40.9,0.06,0.471333333333333,0.459166666666667,3.21233333333333,6.78966666666667,0.355666666666667,0.1065,24.993,30.5733333333333,0.193166666666667,4.585,4.22,4.245,11.64,7.29
140035,2,"0 - 5",0,5,299.244163339698,89.46,0,89.46,3.79,27.166,1.668,25.719,0.539,68.226,1.426,16.967,27.224,168.94,0.33,1.098,0.866,3.085,2.7565,0.405,0.0876000003814698,17.898,29.2255,0.5545,4.29,3.27,3.6,23.6,81.48
140035,2,"5 - 10",5,10,366.112873582961,38.35,0,38.35,1.88,6.088,1.177,9.363,0.4,87.484,6.578,10.318,22.948,144.36,0.12,1.1975,0.4395,3.4325,3.63,1.071,0.09175,21.7955,35.8305,0.314,3.99,3.33,3.54,20.4,32.03
140035,2,"10 - 30",10,30,1358.47284246575,29.55,0,29.55,1.48,4.172,1.156,5.353,0.383,79.078,5.241,2.302,14.396,112.08,0.1,1.08,0.549,4.4,5.54,1.18,0.101,27.7,39.5,0.292,4.35,3.65,3.76,19.97,27.36
140035,2,"30 - 60",30,60,2205.4662756523,10.25,0,10.25,0.72,1.058,1.003,1.243,0.296,48.923,2.354,NA,2.364,57.24,0.06,0.926,0.723,4.64,8.49,1.37,0.107,33,43.8,0.224,4.64,4.26,4.26,14.24,11.07
140035,2,"60 - 90",60,90,NA,7.04,0,7.04,0.57,1.417,0.87,1.806,0.313,52.926,1.576,NA,0.279,59.19,0.07,0.958,0.765,4.01,10.3,1.67,0.0696,37.4,52.1,0.175,4.74,4.2,4.14,12.35,7.35
140036,2,"0 - 5",0,5,NA,55.44,0,55.44,1.97,12.874,1.77,10.541,0.539,70.805,0.36,12.51,46.713,156.11,0.16,0.5215,0.406,2.1375,0.5995,0.0510999996185302,0.0703000003814697,12.019,15.685,0.273,3.95,3.19,3.36,28.14,106.31
140036,2,"5 - 10",5,10,NA,49.85,0,49.85,1.74,5.389,1.32,4.715,0.47,113.146,0.151,5.131,38.591,168.91,0.07,0.667,0.3415,2.3655,0.8465,0.0792999992370605,0.0781000003814697,19.068,26.8265,0.3175,3.99,3.46,3.5,28.65,74.74
140036,2,"10 - 30",10,30,NA,47.86,0,47.86,1.59,1.098,1.279,0.898,0.313,77.833,0.144,NA,23.206,104.77,0.03,0.809,0.477,3.43,1.6,0.155,0.107,31.8,21.4,0.364,4.48,4.15,4.08,30.1,59.16
140036,2,"30 - 60",30,60,NA,48.56,0,48.56,1.86,8.523,1.811,4.51,0.435,38.649,0.155,23.42,21.122,98.63,0.15,0.519,0.259,2.84,0.335,0.037,0.0941,10.2,9.03,0.194,3.92,3.02,3.15,26.11,93.56
140037,2,"0 - 5",0,5,329.920588235294,62.2,0,62.2,2.43,6.766,1.76,9.809,0.626,55.95,0.176,31.845,22.948,129.88,0.15,0.5205,0.357,1.51,0.7735,0.0620000007629395,0.0681,10.197,8.742,0.322,3.92,3.06,3.15,25.6,119.5
140037,2,"5 - 10",5,10,322.834660033167,30.69,0,30.69,1.17,4.291,1.217,4.371,0.47,68.671,1.793,16.054,17.039,113.91,0.09,0.548,0.469,1.617,0.8585,0.1585,0.0718,10.8975,12.206,0.184,3.92,3.18,3.33,26.23,56
140037,2,"10 - 30",10,30,1028.76990598873,20.61,0,20.61,0.9,1.976,0.9,2.103,0.452,60.042,1.145,3.517,13.064,83.2,0.07,0.501,0.311,2.14,0.832,0.146,0.103,12,12,0.12,4.16,3.65,3.64,22.9,41.14
140037,2,"30 - 60",30,60,1875.52973223698,11.93,0,11.93,0.58,0.858,0.89,0.592,0.418,40.162,0.772,NA,11.324,55.02,0.05,0.711,0.529,2.56,1.52,0.21,0.0927,16.1,15.4,0.103,4.58,4.23,4.17,20.57,16.78
140038,2,"0 - 5",0,5,341.722737374511,53.88,0,53.88,2.35,14.83,1.299,16.671,0.592,68.848,0.143,16.879,11.087,130.35,0.26,0.483,0.5935,1.532,1.3385,0.1015,0.115,15.3585,14.4725,0.3345,4.07,3.21,3.35,22.93,111.55
140038,2,"5 - 10",5,10,346.186321626617,34.38,0,34.38,1.39,4.152,0.921,5.309,0.557,96.601,0.159,11.665,12.506,131.87,0.08,0.514,0.33,1.731,1.2745,0.1455,0.0749999992370605,17.334,21.9095,0.213,4.04,3.2,3.31,24.73,66.89
140038,2,"10 - 30",10,30,1538.76875475402,24.255,0,24.255,1.08,2.1755,0.5985,2.3585,0.365,75.4085,0.6435,1.767,2.7505,86.07,0.06,0.391333333333333,0.289,2.04433333333333,1.60966666666667,0.308333333333333,0.0866333333333333,23.8306666666667,24.097,0.237666666666667,4.29,3.9,3.825,22.46,61.98
140038,2,"30 - 60",30,60,5021.45668129611,15.6,0,15.6,0.745,0.818,0.8135,0.5565,0.4,58.063,1.0085,NA,1.246,62.91,0.04,0.435166666666667,0.364166666666667,2.39533333333333,2.25466666666667,0.567333333333333,0.0850166661580404,27.514,23.7313333333333,0.223666666666667,4.495,4.295,4.185,20.94,35.85
140038,2,"60 - 90",60,90,4503.63564376622,3.03,0,3.03,0.31,0.6485,1.3455,0.464,0.487,63.311,0.5545,NA,0.4295,67.24,0.04,0.221666666666667,0.203,2.72166666666667,2.04066666666667,0.383333333333333,0.0932666664123535,29.245,19.662,0.0959666666666667,4.4,4.155,4.01,9.77,13.67
140039,2,"0 - 5",0,5,NA,83.17,0,83.17,3.4,3.653,1.361,1.593,0.696,72.985,0.083,33.554,18.93,132.86,0.05,0.4645,0.488,1.8035,1.5315,0.0745,0.141,10.174,16.799,0.54,3.64,2.91,2.97,24.46,179.05
140039,2,"5 - 10",5,10,NA,61.54,0,61.54,2.33,3.094,0.962,1.31,0.766,97.669,0.052,14.221,17.211,135.29,0.05,0.43,0.4575,1.6525,1.5785,0.0743,0.1305,11.437,19.346,0.4045,3.8,3.09,3.31,26.41,143.12
140039,2,"10 - 30",10,30,NA,55.91,0,55.91,2.15,2.136,0.767,0.836,0.47,88.462,0.058,4.572,15.106,112.41,0.04,0.494,0.706,2.48,2.54,0.124,0.113,16,24,0.462,4.03,3.5,3.54,26,113.18
140039,2,"30 - 60",30,60,NA,58.8,0,58.8,2.22,1.737,1.361,0.833,0.957,103.628,0.22,NA,18.844,127.58,0.04,0.912,0.788,3.02,3.83,0.161,0.125,23,35.2,0.655,4.2,3.94,3.87,26.49,64.47
140039,2,"60 - 90",60,90,NA,18.63,0,18.63,0.71,0.519,0.706,0.224,0.313,40.606,0.167,NA,15.772,58.31,0.03,0.6935,0.973,3.655,4.84,0.19,0.132,26.3,35.4,0.685,4.59,4.51,4.27,26.24,26.86
140040,2,"0 - 5",0,5,274.029828697155,62,0,62,2.73,25.329,1.555,35.64,0.557,67.425,0.222,16.949,12.72,160.4,0.39,0.574,2.5515,1.846,2.7915,0.2205,0.1285,15.606,16.721,0.3335,4.19,3.28,3.51,22.71,108.01
140040,2,"5 - 10",5,10,285.112415240555,31.19,0,31.19,1.51,7.764,1.187,12.175,0.47,92.154,0.796,8.205,12.914,135.67,0.16,0.517,2.329,1.5685,2.389,0.3505,0.11915,16.187,21.5975,0.2015,4.09,3.32,3.57,20.66,60.33
140040,2,"10 - 30",10,30,1104.79367240689,21.99,0,21.99,1.045,6.5765,0.885,8.133,0.4435,89.441,1.2845,1.8795,4.2225,112.87,0.14,0.547,3.86633333333333,2.41433333333333,4.41833333333333,0.574666666666667,0.127666666666667,24.0976666666667,26.975,0.161,4.33,3.73,3.835,21.04,40.2
140040,2,"30 - 60",30,60,1583.9940659905,14.6,0,14.6,0.73,4.95,0.788,4.91,0.348,62.444,1.232,NA,4.297,78.97,0.14,0.796,5.52,3.41,8.93,0.682,0.168,30.7,32.8,0.168,4.6,4.05,4.2,20,18.34
140041,2,"0 - 5",0,5,325.639031086611,92.52,0,92.52,4.17,50.18,2.629,24.053,0.609,84.86,0.997,15.266,20.606,199.2,0.39,0.58775,1.413,2.418,3.1655,0.27325,0.15625,23.58,27.382,0.554,4.17,3.29,3.55,22.19,157.41
140041,2,"5 - 10",5,10,375.004363518778,36.88,0,36.88,1.64,10.539,1.35,6.839,0.418,98.202,1.23,5.616,6.425,130.62,0.15,0.4305,0.6465,2.96,4.159,0.529,0.124099998474121,27.067,34.042,0.253,4.21,3.56,3.62,22.49,85.67
140041,2,"10 - 30",10,30,1643.13920953442,25.02,0,25.02,1.28,6.487,1.289,3.49,0.365,65.691,1.588,0.327,1.418,80.66,0.14,0.478,0.684,3.96,6.06,0.595,0.14,32.9,33.8,0.349,4.41,3.92,4.05,19.55,52.34
140041,2,"30 - 60",30,60,3517.97989081563,7.91,0,7.91,0.64,1.277,1.054,0.702,0.331,37.271,0.861,NA,0.193,41.69,0.08,0.509,0.569,4.81,8.68,0.585,0.133,37.4,36.5,0.309,4.53,4.42,4.31,12.36,15.54
140041,2,"60 - 90",60,90,NA,2.825,0,2.825,0.42,0.599,0.895,0.389,0.452,26.263,0.516,NA,0.4085,29.52,0.08,0.587,0.461,5.31166666666667,11.149,0.473,0.144333333333333,36.5363333333333,38.402,0.175333333333333,4.65,4.42,4.485,6.73,4.81
140042,2,"0 - 5",0,5,306.73606505983,78.23,0,78.23,4.62,3.912,1.606,3.459,0.644,99.27,0.419,15.516,10.959,135.79,0.07,0.4965,8.953,1.193,5.8575,0.4625,0.4945,25.4865,33.8415,0.6285,3.89,3.28,3.3,16.93,157.56
140042,2,"5 - 10",5,10,390.935470531556,49.82,0,49.82,3.43,3.094,1.003,2.172,0.47,88.018,1.316,6.394,4.727,107.19,0.06,0.4215,10.061,1.265,7.309,0.6145,0.405,28.8555,36.5105,0.4485,4.1,3.47,3.55,14.52,118.2
140042,2,"10 - 30",10,30,1455.92709524615,23.2,0,23.2,1.68,2.695,0.593,1.218,0.383,59.064,1.712,0.87,1.053,67.59,0.07,0.398,14.4,1.67,8.62,0.844,0.548,32.6,38.4,0.268,4.48,3.99,4.01,13.81,58.29
140042,2,"30 - 60",30,60,1493.70095514638,7.24,0,7.24,0.66,5.569,0.747,1.991,0.435,34.157,1.341,NA,0.021,44.26,0.2,0.312,14.4,1.67,9.69,0.833,0.577,31.9,38.5,0.164,4.68,4.2,4.24,10.97,23.21
140043,2,"0 - 5",0,5,229.9359613853,93.77,0,93.77,4.09,13.533,1.545,12.005,0.818,102.205,0.413,17.793,28.041,176.35,0.16,0.46,0.5155,2.436,3.741,0.4025,0.3085,22.215,40.373,0.5055,3.95,3.19,3.27,22.93,203.85
140043,2,"5 - 10",5,10,268.483409339839,51.32,0,51.32,2.37,4.77,0.716,4.421,0.4,81.48,0.278,8.14,13.537,113.74,0.09,0.3745,0.363,2.552,4.139,0.467,0.31,24.7635,44.4755,0.321,4.05,3.4,3.53,21.65,137.04
140043,2,"10 - 30",10,30,929.997989080218,35.69,0,35.69,1.91,2.375,0.716,2.629,0.487,68.537,0.875,1.174,5.372,82.17,0.08,0.353,0.333,3.15,4.41,0.551,0.369,26,37,0.411,4.22,3.75,3.85,18.69,101.1
140043,2,"30 - 60",30,60,1136.85680424753,3.87,0,3.87,0.71,0.2,0.143,0.154,0.122,19.391,0.56,NA,0.344,20.91,0.03,0.266,0.195,2.13,5.39,0.746,0.26,21.8,33.1,0.229,4.52,4.42,4.35,5.45,14.55
140043,2,"60 - 90",60,90,NA,4.58,0,4.58,0.75,0.259,0.665,0.452,0.435,25.663,1.553,NA,0.774,29.8,0.06,0.317,0.245,2.525,6.16,0.937,0.2495,27.1,42.155,0.3635,4.6,4.38,4.39,6.11,14.45
140044,2,"0 - 5",0,5,297.103566690915,97.92,0,97.92,4.44,3.333,1.749,4.552,0.365,121.33,0.157,29.481,16.33,177.3,0.06,0.928,0.293,2.4755,3.0535,0.224,0.21325,20.2565,30.426,0.592,3.99,2.98,3.2,22.05,105.52
140044,2,"5 - 10",5,10,284.23466528484,47.19,0,47.19,2.05,1.477,0.88,2.432,0.313,104.385,0.392,13.973,18.243,142.1,0.04,0.90125,0.2195,2.7375,3.767,0.29875,0.128,22.5435,38.2695,0.3475,4.12,3.25,3.51,23.02,52.36
140044,2,"10 - 30",10,30,1129.22604186353,29.44,0,29.44,1.45,0.878,0.818,1.442,0.226,104.429,1.379,2.517,5.307,117,0.03,0.928,0.255,4.1,5.19,0.545,0.108,29.7,42.1,0.338,4.3,3.57,3.76,20.3,31.72
140044,2,"30 - 60",30,60,957.621764264948,12.72,0,12.72,0.86,0.439,0.9,0.691,0.174,55.55,1.194,NA,3.116,62.06,0.04,0.838,0.284,4.01,7.1,0.617,0.0868,31.2,39.4,0.296,4.62,4.11,4.15,14.79,15.18
140044,2,"60 - 90",60,90,NA,9.59,0,9.59,0.72,0.639,0.972,0.964,0.157,40.206,1.182,NA,3.137,47.26,0.06,0.969,0.236,4.65,8.12,0.649,0.0904,33,41.1,0.32,4.66,4.38,4.22,13.32,9.9
140045,2,"0 - 5",0,5,NA,107.8,0,107.8,4.43,31.397,2.026,34.133,0.609,90.597,0.323,24.266,15.772,199.12,0.34,0.5025,1.1685,6.0355,2.2425,0.178,0.3085,25.426,32.048,0.5635,4.07,3.06,3.27,24.33,214.53
140045,2,"5 - 10",5,10,NA,69.28,0,69.28,2.7,7.764,1.177,10.99,0.505,128.535,0.159,22.442,18.436,190.01,0.11,0.4435,0.399,6.698,2.201,0.209,0.3345,30.2265,43.0355,0.3945,4.04,3.02,3.26,25.66,156.21
140045,2,"10 - 30",10,30,192.718387615601,52.58,0,52.58,2.04,5.17,1.156,6.428,0.487,115.548,0.281,7.191,11.904,148.17,0.09,0.401,0.495,9.69,3.23,0.345,0.338,39.9,39,0.366,4.11,3.37,3.51,25.77,131.12
140045,2,"30 - 60",30,60,684.247564732439,26.75,0,26.75,1.21,1.257,0.767,0.905,0.244,56.128,0.211,NA,1.783,61.3,0.05,0.465,0.423,9.11,4.01,0.392,0.316,46.4,54.9,1.24,4.29,4.1,4.14,22.11,57.53
140046,2,"0 - 5",0,5,327.190011270781,52.66,0,52.66,2.23,2.355,1.923,1.01,0.87,86.416,0.181,15.751,19.596,128.1,0.05,0.4545,0.3875,4.069,1.174,0.1835,0.2355,18.8195,15.9475,0.3045,3.83,3.24,3.21,23.61,115.86
140046,2,"5 - 10",5,10,380.230152384536,22.84,0,22.84,0.98,3.253,1.187,1.077,1.409,73.074,0.91,3.522,27.01,111.44,0.06,0.4805,0.471,4.375,1.1865,0.1915,0.309,18.7775,16.5255,0.306,3.96,3.5,3.76,23.31,47.53
140046,2,"10 - 30",10,30,1109.45423068521,20.07,0,20.07,0.93,1.178,1.248,0.479,0.748,60.22,0.703,2.077,19.274,85.93,0.04,0.603,0.489,5.325,1.315,0.268,0.183,21.95,16.25,0.134,4.21,3.61,3.85,21.58,33.28
140046,2,"30 - 60",30,60,1807.5546078359,15.04,0,15.04,0.72,2.655,0.614,0.597,2.14,92.287,0.978,NA,5.264,104.54,0.06,1.26,0.746,5.35,2.01,0.323,0.214,30.9,20.4,0.976,4.05,4.05,4.02,20.89,11.94
140046,2,"60 - 90",60,90,1245.23995639711,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140047,2,"0 - 5",0,5,259.164180081645,86.24,0,86.24,2.93,7.066,1.586,4.582,0.661,74.853,1.484,23.79,5.264,119.29,0.12,0.4715,0.423,3.1595,0.7135,0.123,0.2765,15.2475,5.049,0.37,3.81,3.06,3.19,29.43,182.91
140047,2,"5 - 10",5,10,298.133025203445,62.72,0,62.72,2.37,3.513,0.962,1.991,0.522,57.107,5.105,5.188,0.838,75.23,0.09,0.649,0.3885,3.575,0.6855,0.679,0.2835,16.653,5.269,0.299,4.01,3.37,3.39,26.46,96.64
140047,2,"10 - 30",10,30,1245.58160140447,35.5,0,35.5,1.33,10.399,1.105,1.945,0.696,74.586,0.977,8.961,4.663,103.33,0.14,0.259,0.342,4.88,0.921,0.0896,0.178,20.4,5.7,0.172,4.03,3.39,3.45,26.69,137.07
140047,2,"30 - 60",30,60,2191.50415510568,10.88,0,10.88,0.51,7.745,0.972,0.928,0.522,46.611,0.079,0.252,6.597,63.71,0.16,0.6485,1.001,6.06,1.87,0.1025,0.2045,25.555,10.2,0.07155,4.21,3.89,3.9,21.33,16.78
140047,2,"60 - 90",60,90,1559.26447023318,4.81,0,4.81,0.27,6.567,1.545,2.146,0.505,36.604,0.178,NA,8.208,55.75,0.19,0.805,1.37,6.26,2.3,0.132,0.221,25.8,12.21,0.0445,4.58,4.11,4.09,17.81,5.98
140048,2,"0 - 5",0,5,269.982244527126,51.73,0,51.73,2.04,4.411,0.235,2.969,0.104,21.704,0.063,7.594,13.795,50.88,0.15,0.372,0.687,3.3,1.292,0.1005,0.212,17.2615,11.9155,0.216,4.31,3.32,3.67,25.36,139.06
140048,2,"5 - 10",5,10,312.375508708398,41.79,0,41.79,1.61,8.862,0.716,8.093,0.313,68.715,0.256,4.671,17.469,109.1,0.16,0.582,0.446,4.01,1.352,0.137,0.1825,21.4415,18.134,0.1985,4.44,3.53,3.74,25.96,71.8
140048,2,"10 - 30",10,30,1102.45750836851,37.73,0,37.73,1.47,16.327,1.473,14.307,0.696,65.246,0.341,2.126,19.532,120.05,0.27,0.631,0.595,5.93,1.57,0.178,0.175,27.1,16.6,0.19,4.48,3.73,3.95,25.67,59.79
140048,2,"30 - 60",30,60,1481.49066680355,23.6,0,23.6,0.95,7.525,1.115,5.428,0.696,44.298,0.521,NA,13.15,72.73,0.2,0.87,0.5,6.29,1.47,0.221,0.157,29.6,18,0.147,4.67,4.16,4.28,24.84,27.13
140048,2,"60 - 90",60,90,NA,3.78,0,3.78,0.21,0.379,0.726,0.25,0.331,13.076,0.61,NA,7.8,23.17,0.07,0.591,0.474,7.12,1.5,0.269,0.159,27.1,16.4,0.0326,4.89,4.52,4.6,18,6.4
140049,2,"0 - 5",0,5,335.284532402952,84.39,0,84.39,3.51,9.84,1.739,15.026,0.522,74.363,0.456,30.275,18.672,150.89,0.18,0.4525,0.4055,2.983,1.7675,0.319,0.511,17.732,30.153,0.3675,3.9,3.09,3.19,24.04,186.5
140049,2,"5 - 10",5,10,439.538211708099,50.45,0,50.45,2.24,2.735,1.044,5.085,0.383,89.218,1.602,19.003,13.236,132.31,0.07,0.491,0.1985,3.337,2.1845,0.58,0.4295,21.447,43.8705,0.234,3.92,3.19,3.31,22.52,102.75
140049,2,"10 - 30",10,30,1549.53978998332,30.17,0,30.17,1.6,1.098,0.921,2.334,0.365,78.944,3.262,1.802,1.397,90.12,0.05,0.556,0.212,3.52,3.55,1.13,0.39,26.3,42.1,0.253,4.29,3.76,3.81,18.86,54.26
140049,2,"30 - 60",30,60,1933.83343804537,11.67,0,11.67,0.97,0.519,0.931,0.642,0.278,41.496,1.535,NA,0.193,45.59,0.05,0.483,0.296,4.6,5.5,1.58,0.462,33.4,42.8,0.217,4.58,4.33,4.22,12.03,24.16
140049,2,"60 - 90",60,90,1283.45301786577,5.06,0,5.06,0.78,0.679,1.207,0.635,0.887,29.265,1.308,NA,0.387,34.37,0.1,0.4,0.258,3.95,6.35,1.4,0.393,29.9,42,0.157,4.57,4.38,4.26,6.49,12.65
140050,2,"0 - 5",0,5,249.035971943888,127.4,0,127.4,5.11,21.477,2.159,24.129,0.731,110.611,0.581,26.178,22.218,208.08,0.23,0.597,0.627,1.8465,1.6855,0.2125,0.414,15.56,27.465,0.5915,3.93,3.12,3.29,24.93,213.4
140050,2,"5 - 10",5,10,229.304829763632,63.84,0,63.84,2.59,3.573,1.197,6.767,0.452,117.772,0.904,13.246,24.603,168.51,0.07,0.5415,0.1685,2.333,2.3515,0.4225,0.3825,20.8995,46.7155,0.313,4.05,3.31,3.44,24.65,117.89
140050,2,"10 - 30",10,30,639.211006799258,38.57,0,38.57,1.79,0.619,0.512,1.22,0.313,66.313,1.428,2.303,3.631,76.34,0.03,0.5335,0.1045,2.645,2.815,0.5155,0.4015,23.35,41.3,0.324,4.27,3.72,3.79,21.55,72.3
140050,2,"30 - 60",30,60,988.604343461853,6.54,0,6.54,0.86,0.12,0.389,0.104,0.296,18.057,0.275,NA,0.15,19.39,0.05,0.334,0.141,2.12,6.54,0.57,0.243,27.7,44,0.113,4.77,4.64,4.6,7.6,19.58
140051,2,"0 - 5",0,5,437.157782741594,74.59,0,74.59,2.75,7.026,0.491,2.432,0.278,19.436,0.306,23.909,5.092,58.97,0.17,0.5015,0.541,1.2145,0.451,0.07,0.169,9.2965,7.3565,0.3475,3.96,3.02,3.17,27.12,148.73
140051,2,"5 - 10",5,10,470.601066140972,34.63,0,34.63,1.36,7.285,0.911,4.293,0.609,61.999,0.568,16.508,8.939,101.11,0.13,0.6275,0.2605,1.155,0.447,0.0955,0.136,9.453,8.788,0.1755,3.78,3.15,3.22,25.46,55.19
140051,2,"10 - 30",10,30,1399.29011445017,20.11,0,20.11,0.9,3.034,0.604,1.685,0.383,42.341,0.748,6.352,5.393,60.54,0.09,0.682,0.255,1.48,0.435,0.146,0.132,11.2,7.66,0.111,4.09,3.37,3.54,22.34,29.49
